color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes,is_color,log_budget,log_gross,roi,review_ratio,votes_per_review,actor_lead_share,director_share,movie_age,imdb_binned
Color,Ethan Coen,493,110,1000,538,Jeff Bridges,13000,171031347,Adventure|Drama|Western,Matt Damon,240962,25964,Bruce Green,0,arkansas|murder|sheriff|texas ranger|u.s. marshal,724,English,USA,PG-13,38000000,2010,12000,2.35,36000,1,17.45309674,18.95735742,3.500732797,1.465587045,332.3613793,0.500673984,0.038513383,16,HIT
Color,David Frankel,208,109,64,505,Anne Hathaway,11000,124732962,Comedy|Drama|Romance,Meryl Streep,286178,23923,Rebecca Mader,0,fashion|fashion industry|magazine|new york city|publishing,631,English,USA,PG-13,35000000,2006,11000,2.35,0,1,17.37085865,18.64168571,2.563725665,3.019138756,452.8132911,0.459789333,0.002675138,20,HIT
Color,Robert Wise,134,143,338,643,Nichelle Nichols,12000,82300000,Adventure|Mystery|Sci-Fi,Leonard Nimoy,63330,16007,Walter Koenig,2,alien|space|space station|spacecraft|warp speed,405,English,USA,PG,35000000,1979,664,2.35,0,1,17.37085865,18.22588168,1.35138996,3,155.9852217,0.749625187,0.021114443,47,HIT
Color,Seth Gordon,275,120,91,680,Eric Stonestreet,4000,134455175,Comedy|Crime,Jon Favreau,97664,5826,T.I.,2,bounty hunter|credit card|cross country|identity|police,232,English,USA,R,35000000,2013,904,2.35,17000,1,17.37085865,18.71674144,2.841495243,0.84057971,419.1587983,0.686459585,0.015616956,13,AVG
Color,Martin Scorsese,120,128,17000,387,Robert Mitchum,22000,79100000,Crime|Thriller,Robert De Niro,127503,24006,Joe Don Baker,0,lawyer|neo noir|prison|rapist|southern gothic,261,English,USA,R,35000000,1991,1000,2.35,0,1,17.37085865,18.18622345,1.259964001,2.157024793,486.6526718,0.916399384,0.708126796,35,HIT
Color,Robert Luketic,144,123,126,1000,Jim Sturgess,18000,81159365,Crime|Drama|Thriller,Kevin Spacey,191470,25661,Josh Gad,2,based on true story|blackjack|card counting|gambling|massachusetts institute of technology,278,English,USA,PG-13,35000000,2008,5000,2.35,0,1,17.37085865,18.21192526,1.31880132,1.917241379,686.2724014,0.701426233,0.004909984,18,HIT
Color,Judd Apatow,332,129,0,213,Randall Park,492,110008260,Comedy|Romance,Amy Schumer,94241,1450,Josh Segarra,1,actress playing herself|actress shares first name with character|fired from a job|male nudity|written by star,309,English,Japan,R,35000000,2015,392,2.35,25000,1,17.37085865,18.51606602,2.143031913,0.927927928,304.0032258,0.339076499,0,11,HIT
Color,Kevin Rodney Sullivan,104,105,8,278,Nicole Sullivan,1000,67962333,Comedy|Romance,Bernie Mac,33887,2689,Sherri Shepherd,2,argument|engagement|family relationships|love|undressing,160,English,USA,PG-13,35000000,2005,358,1.85,919,1,17.37085865,18.0344642,0.941754036,1.523809524,210.4782609,0.371747212,0.002973978,21,AVG
Color,Anthony Minghella,116,162,333,362,Kristin Scott Thomas,14000,78651430,Drama|Romance|War,Colin Firth,142067,15912,Jürgen Prochnow,0,church|english|flashback|nurse|patient,457,English,USA,R,27000000,1996,1000,1.85,0,1,17.11134746,18.18053638,1.912945076,3.905982906,310.1899563,0.879783825,0.020926287,30,HIT
Color,Curtis Hanson,177,138,161,210,Matt McCoy,18000,64604977,Crime|Drama|Mystery|Thriller,Kevin Spacey,414219,19129,Paul Guilfoyle,2,1950s|call girl|corruption|murder|police detective,625,English,USA,R,35000000,1997,398,2.35,11000,1,17.37085865,17.98380202,0.845832319,3.511235955,661.6916933,0.940930476,0.0084161,29,HIT
Color,Mike Mitchell,127,100,31,591,Kelly Preston,947,63939454,Adventure|Comedy|Family|Sci-Fi,Michael Angarano,61321,2968,Nicholas Braun,3,coming of age|friend|high school|sidekick|superpower,217,English,USA,PG,35000000,2005,742,2.35,0,1,17.37085865,17.97344718,0.826817919,1.6953125,281.2889908,0.318962614,0.010441226,21,HIT
Color,Frank Oz,83,90,0,945,Wilford Brimley,19000,63826569,Comedy,Tom Selleck,32416,23504,Lauren Ambrose,0,academy award|gay|high school|reporter|teacher,138,English,USA,PG-13,35000000,1997,957,1.85,0,1,17.37085865,17.97168012,0.823592726,1.642857143,233.2086331,0.808338651,0,29,HIT
Color,Roger Donaldson,97,108,79,25,Marg Helgenberger,900,60054449,Action|Horror|Sci-Fi|Thriller,Natasha Henstridge,61018,1715,Jordan Lund,0,alien|interspecies sex|scientist|sexual attraction|train,140,English,USA,R,35000000,1995,759,2.35,0,1,17.37085865,17.91076221,0.715820948,1.428571429,432.751773,0.524475524,0.046037296,31,AVG
Color,Wes Craven,256,101,0,574,Lin Shaye,40000,26505000,Horror,Johnny Depp,149285,42918,Amanda Wyss,1,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,668,English,USA,X,1800000,1984,852,1.85,10000,1,14.40329778,17.09284399,13.71737923,2.59922179,223.1464873,0.931988164,0,42,HIT
Color,Tarsem Singh,225,109,763,311,Jake Weber,812,61280963,Horror|Sci-Fi|Thriller,Dylan Baker,79877,2474,James Gammon,1,coma|fbi|race against time|serial killer|strong female lead,677,English,USA,R,33000000,2000,551,2.35,0,1,17.31201815,17.93097981,0.85697291,2.995575221,117.8126844,0.328080808,0.308282828,26,HIT
Color,Randall Wallace,83,132,130,80,Anne Parillaud,29000,56876365,Action|Adventure,Leonardo DiCaprio,125219,29265,Judith Godrèche,1,france|musketeer|three musketeers|twin|twin brother,244,English,USA,PG-13,35000000,1998,130,1.85,0,1,17.37085865,17.85639045,0.625021142,2.904761905,511.0979592,0.990910955,0.004442015,28,HIT
Color,Randall Wallace,160,123,130,426,Kevin Connolly,826,59699513,Biography|Drama|Family|History|Sport,Scott Glenn,20827,2259,Dylan Walsh,0,eccentric|horse racing|newspaper clipping|stallion|triple crown,136,English,USA,PG,35000000,2010,638,2.35,0,1,17.37085865,17.90483444,0.705680209,0.844720497,152.0218978,0.365486726,0.057522124,16,HIT
Color,Kevin Munroe,191,87,14,691,Sarah Michelle Gellar,11000,54132596,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Chris Evans,53786,16571,Mako,0,martial arts master|monster|new york city|turtle|warrior,211,English,Hong Kong,PG,34000000,2007,4000,2.35,0,1,17.34187111,17.80694709,0.592117761,1.098958333,253.7075472,0.663770215,0.000844798,19,HIT
Color,Michael Tollin,74,109,19,568,Riley Smith,1000,52277485,Biography|Drama|Sport,Alfre Woodard,32370,4231,Debra Winger,1,coach|football|football coach|high school|radio,196,English,USA,PG,35000000,2003,762,1.85,0,1,17.37085865,17.77207636,0.493628325,2.613333333,164.3147208,0.236294896,0.004489603,23,HIT
Color,Will Gluck,238,109,87,923,Justin Timberlake,15000,55802754,Comedy|Romance,Mila Kunis,270228,20956,Masi Oka,2,blow job|female rear nudity|girl in panties|male objectification|no panties,194,English,USA,R,35000000,2011,3000,2.35,41000,1,17.37085865,17.8373338,0.594347419,0.811715481,1385.784615,0.7157513,0.004151358,15,HIT
Color,Nicholas Stoller,177,92,89,190,Ike Barinholtz,17000,55291815,Comedy,Chloë Grace Moretz,28041,17860,Kiersey Clemons,0,bare chested male|gay|gay best friend|gay man|gay marriage proposal,111,English,USA,R,35000000,2016,329,2.35,0,1,17.37085865,17.82813546,0.579749579,0.623595506,250.3660714,0.951794412,0.004982924,10,AVG
Color,John Lee Hancock,405,125,102,825,Ruth Wilson,15000,83299761,Biography|Comedy|Drama|History|Music,Tom Hanks,117719,19809,B.J. Novak,2,author|disney|loss of father|reference to walt disney|suppression of emotion,306,English,USA,PG-13,35000000,2013,2000,2.35,39000,1,17.37085865,18.23795625,1.379953744,0.753694581,383.4495114,0.757193337,0.005148915,13,HIT
Color,Spike Lee,61,202,0,318,Delroy Lindo,18000,48169908,Biography|Drama|History|Romance,Denzel Washington,63923,20143,Al Freeman Jr.,0,african american|black history|civil rights|ku klux klan|nation of islam,156,English,USA,PG-13,33000000,1992,848,1.85,0,1,17.31201815,17.69024509,0.459680252,2.516129032,407.1528662,0.893566322,0,34,HIT
Color,Judd Apatow,285,134,0,120,Maude Apatow,529,67523385,Comedy,Charlyne Yi,104005,1050,Mackenzie Aladjem,2,40th birthday|aging|birthday|sex|viagra,248,English,USA,R,35000000,2012,130,2.35,18000,1,17.37085865,18.02798456,0.929213022,0.867132867,417.6907631,0.503330162,0,14,HIT
Color,Walt Becker,124,88,12,931,Bernie Mac,49000,49474048,Comedy|Family,Robin Williams,31191,53370,Ann-Margret,2,best friend|business deal|impulse|public relations|twin,120,English,USA,PG,35000000,2009,1000,1.85,0,1,17.37085865,17.71695883,0.413532413,0.96,257.7768595,0.918101591,0.000224841,17,AVG
Color,Patrick Tatopoulos,164,92,148,227,Kevin Grevioux,978,45802315,Action|Adventure|Fantasy|Sci-Fi|Thriller,Craig Parker,119974,2184,Steven Mackintosh,1,battle|slave|vampire|warrior|werewolf,169,English,USA,R,35000000,2009,593,2.35,0,1,17.37085865,17.63984522,0.308628753,1.024242424,705.7294118,0.447597254,0.067734554,17,HIT
Color,Ken Kwapis,120,91,42,766,Christine Taylor,49000,43792641,Comedy|Romance,Robin Williams,32157,52566,Mindy Kaling,3,box office flop|church|kissing|usa|wedding,119,English,USA,PG-13,35000000,2007,838,2.35,913,1,17.37085865,17.59497637,0.251211137,0.983471074,267.975,0.93214374,0.00079898,19,AVG
Color,Dennis Dugan,90,75,221,553,Jon Heder,11000,57651794,Comedy|Romance|Sport,Jon Lovitz,40651,13125,Tim Meadows,2,baseball|baseball team|bully|millionaire|team,209,English,USA,PG-13,33000000,2006,970,1.85,0,1,17.31201815,17.86993194,0.747001424,2.296703297,193.5761905,0.838031388,0.016836812,20,AVG
Color,Gary David Goldberg,120,98,30,664,Victor Webster,944,43894863,Comedy|Romance,Stockard Channing,25883,4879,Elizabeth Perkins,2,date|dating|dog|love|teacher,262,English,USA,PG-13,30000000,2005,940,2.35,0,1,17.21670797,17.59730788,0.463146662,2.165289256,98.41444867,0.193442623,0.006147541,21,AVG
Color,Mike Newell,117,147,179,646,Al Pacino,40000,41954997,Biography|Crime|Drama,Johnny Depp,225122,56014,Anne Heche,2,fbi|mafia|money|racial slur|singer,234,English,USA,R,35000000,1997,14000,2.35,0,1,17.37085865,17.55210813,0.198708523,1.983050847,957.9659574,0.714094439,0.003195573,29,HIT
Color,Paul W.S. Anderson,226,100,545,766,Jaymes Butler,14000,39532308,Action|Horror|Sci-Fi,Milla Jovovich,198701,17902,Colin Salmon,0,amnesia|quarantine|special forces|virus|zombie,1138,English,UK,R,33000000,2002,2000,1.85,0,1,17.31201815,17.49262884,0.197942729,5.013215859,174.452151,0.781991845,0.030441825,24,HIT
Color,Tobe Hooper,223,120,365,723,Zelda Rubinstein,887,76600000,Fantasy|Horror,Heather O'Rourke,105446,3876,Craig T. Nelson,0,ghost|haunted|haunting|house|paranormal investigator,321,English,USA,PG,10700000,1982,770,2.35,11000,1,16.18575439,18.15410765,6.158302962,1.433035714,327.4720497,0.228785143,0.094144957,44,HIT
Color,Ethan Coen,193,104,1000,939,Tom Hanks,24000,39692139,Comedy|Crime|Thriller,J.K. Simmons,84131,41701,Stephen Root,1,casino|irony of fate|landlady|professor|remake,400,English,USA,R,35000000,2004,15000,1.85,0,1,17.37085865,17.49666374,0.134057284,2.06185567,209.8029925,0.575511966,0.023979665,22,HIT
Color,John Moore,228,103,212,248,Beau Bridges,15000,40687294,Action|Crime|Drama|Mystery|Thriller,Mila Kunis,107772,16249,Jamie Hector,1,corporation|death|ex partner|hallucination|police detective,398,English,Canada,PG-13,35000000,2008,552,2.35,0,1,17.37085865,17.52142644,0.162489472,1.737991266,270.1052632,0.923076923,0.013046154,18,AVG
Color,Andrew Niccol,360,109,487,3000,Olivia Wilde,20000,37553932,Action|Sci-Fi|Thriller,Matt Bomer,304318,34011,Justin Timberlake,2,currency|future|murder|on the run|time,463,English,USA,PG-13,40000000,2011,10000,2.35,52000,1,17.50439004,17.44128867,-0.061150171,1.282548476,655.8577586,0.588027755,0.014318476,15,HIT
Color,Alan Poul,148,104,16,584,Noureen DeWulf,1000,37481242,Comedy|Romance,Danneel Ackles,40654,3356,Tom Bosley,0,artificial insemination|baby|cheese|chick flick|pet shop,97,English,USA,PG-13,35000000,2010,700,2.35,0,1,17.37085865,17.43935118,0.070890603,0.651006711,414.8367347,0.297885016,0.00476616,16,AVG
Color,Luke Greenfield,128,112,42,196,Steve Howey,969,39026186,Comedy|Drama|Romance,Ashley Williams,48019,2371,Kirsten Day,4,best friend|crush|law school|lawyer|loud sex,153,English,USA,PG-13,35000000,2011,826,1.85,13000,1,17.37085865,17.47974344,0.115030599,1.186046512,311.8116883,0.40851602,0.017706577,15,AVG
Color,Steven Spielberg,3,60,0,628,Kimberly Elise,897,25445749,Drama|Romance,Jodi Lyn O'Keefe,1641,3438,Logan Browning,4,affair|hip hop|sex scene,11,English,USA,R,20000000,2005,637,2.35,265,1,16.81124288,17.05205929,0.272273836,2.75,136.75,0.260831637,0,21,HIT
Color,Gil Junger,46,95,19,447,Marsha Thomason,1000,33422806,Adventure|Comedy|Fantasy,Tom Wilkinson,30771,2643,Vincent Regan,1,14th century|king|knight|sword duel|time travel,164,English,USA,PG-13,50000000,2001,691,2.35,0,1,17.72753358,17.32474907,-0.331537249,3.489361702,186.4909091,0.378214826,0.007186082,25,AVG
Color,Michael Ritchie,40,102,23,57,Vic Morrow,288,25445749,Comedy|Drama|Family|Sport,Tatum O'Neal,16323,677,Joyce Van Patten,1,baseball|california|coach|little league|swimming pool,91,English,USA,PG,20000000,1976,257,1.85,0,1,16.81124288,17.05205929,0.272273836,2.219512195,177.423913,0.424778761,0.033923304,50,HIT
Color,Steven E. de Souza,63,102,133,690,Raul Julia,2000,33423521,Action|Adventure|Comedy|Thriller,Ming-Na Wen,53115,5443,Kylie Minogue,1,guile|hostage|ransom|soldier|united nations,282,English,Japan,PG-13,35000000,1994,1000,2.35,0,1,17.37085865,17.32477046,-0.04504097,4.40625,187.6855124,0.367376929,0.024430566,32,AVG
 Black and White,Roman Polanski,193,150,2000,95,Frank Finlay,396,32519322,Biography|Drama|War,Emilia Fox,497946,1075,Ed Stoppard,0,ghetto|holocaust|jewish|piano|warsaw ghetto,761,English,France,R,35000000,2002,338,1.85,21000,0,17.37085865,17.29734502,-0.070874489,3.922680412,653.4724409,0.36802974,1.858736059,24,HIT
Color,Catherine Hardwicke,122,101,308,206,Hiam Abbass,446,37617947,Drama|Family|Fantasy,Keisha Castle-Hughes,8143,966,Shaun Toub,0,angel|bethlehem|journey|nazareth|virgin,203,English,USA,PG,30000000,2006,224,2.35,0,1,17.21670797,17.44299183,0.253923103,1.650406504,39.91666667,0.461220269,0.318510858,20,HIT
Color,Jaume Collet-Serra,228,108,174,324,Paris Hilton,730,32048809,Horror,Robert Ri'chard,94456,2178,Brian Van Holt,0,brother sister relationship|group of friends|male nudity|twin|wax,576,English,Australia,R,30000000,2005,716,1.85,0,1,17.21670797,17.28277061,0.068291357,2.515283843,163.7019064,0.335016062,0.079853144,21,AVG
Color,Mike Nichols,212,98,0,23,Julia Roberts,20000,33987757,Drama|Romance,Natalie Portman,168314,28027,Colin Stinton,2,cheating wife|film camera|hasselblad camera|leica camera|medium format camera,903,English,USA,R,27000000,2004,8000,1.85,12000,1,17.11134746,17.34151096,0.25879623,4.23943662,186.1880531,0.713572142,0,22,HIT
Color,Clint Eastwood,392,137,16000,363,Naomi Watts,29000,37304950,Biography|Crime|Drama,Leonardo DiCaprio,102728,36258,Kaitlyn Dever,0,agent|fbi|federal bureau of investigation|gay relationship|secret,279,English,USA,R,35000000,2011,6000,2.35,16000,1,17.37085865,17.43463661,0.065853833,0.709923664,366.8857143,0.799801429,0.441269754,15,HIT
Color,Alexandre Aja,208,112,192,844,Cameron Boyce,1000,30691439,Horror|Mystery,Jason Flemyng,86205,3185,Julian Glover,0,estranged wife|evil|fire|medication|mirror,232,English,USA,R,35000000,2008,915,2.35,5000,1,17.37085865,17.23949435,-0.123098226,1.110047847,369.9785408,0.313873195,0.060263653,18,HIT
Color,Michael Rymer,137,101,48,531,Lena Olin,775,30307804,Drama|Fantasy|Horror,Aaliyah,43991,3001,Bruce Spence,2,fatal attraction|interspecies romance|queen|supernatural power|vampire,695,English,USA,R,35000000,2002,541,2.35,0,1,17.37085865,17.22691583,-0.134058913,5.036231884,63.20545977,0.258161226,0.01598934,24,AVG
Color,Stephen Hopkins,119,103,81,636,Robert Davi,2000,30669413,Action|Horror|Sci-Fi,Adam Baldwin,105478,4722,Kevin Peter Hall,0,alien|drug lord|gang|hunter|predator,291,English,USA,R,35000000,1990,683,1.37,0,1,17.37085865,17.23877643,-0.123727522,2.425,361.2260274,0.423459665,0.017150116,36,HIT
Color,Gregory Hoblit,195,101,40,398,Jesse Tyler Ferguson,2000,28687835,Crime|Drama|Thriller,Billy Burke,40964,3612,Joseph Cross,1,cat|fbi agent|murder|serial killer|website,245,English,USA,R,35000000,2008,648,2.35,0,1,17.37085865,17.17198376,-0.180342419,1.25,166.5203252,0.553556601,0.011071132,18,HIT
Color,Hugh Wilson,95,112,37,480,Sissy Spacek,3000,26494611,Comedy|Drama|Romance|Sci-Fi,Brendan Fraser,48621,5709,Douglas Smith,0,1960s|bomb shelter|cuban missile crisis|food|naive man,239,English,USA,PG-13,35000000,1999,874,2.35,0,1,17.37085865,17.09245195,-0.243004171,2.489583333,202.5875,0.525394046,0.00647986,27,HIT
Color,Mike Hodges,100,111,24,455,William Hootkins,591,25445749,Action|Adventure|Sci-Fi,Brian Blessed,38017,2603,Sam J. Jones,1,american football|cult film|emperor|flash gordon|mind reading,247,English,UK,PG,20000000,1980,488,2.35,12000,1,16.81124288,17.05205929,0.272273836,2.445544554,153.2943548,0.226958525,0.00921659,46,HIT
Color,Kevin Smith,164,102,0,769,Mike Starr,939,25266129,Comedy|Drama|Romance,Stephen Root,54346,3592,George Carlin,5,baby|childbirth|death|karma|publicist,358,English,USA,PG-13,35000000,2004,854,2.35,0,1,17.37085865,17.04497532,-0.278102654,2.16969697,151.3816156,0.261341497,0,22,HIT
Color,Rob Cohen,211,101,357,374,Chad Lindberg,907,25863915,Action|Crime|Mystery|Thriller,Cicely Tyson,28257,2471,Carmen Ejogo,0,assassin|detective|partner|police|serial killer,151,English,USA,PG-13,35000000,2012,445,2.35,11000,1,17.37085865,17.06835935,-0.261023542,0.712264151,185.9013158,0.366909385,0.144417476,14,AVG
Color,Clint Eastwood,91,155,16000,229,Bob Gunton,18000,25078937,Crime|Drama|Mystery|Thriller,Kevin Spacey,31751,19689,Leon Rippy,2,graveyard|murder|murder trial|reporter|trial,216,English,USA,R,30000000,1997,461,1.85,0,1,17.21670797,17.03753893,-0.164029966,2.347826087,146.3179724,0.914169629,0.812595226,29,HIT
Color,Scott Mann,44,93,8,558,Joshua Mikel,22000,25445749,Action|Crime|Thriller,Robert De Niro,16193,24154,D.B. Sweeney,1,bus|die hard scenario,57,English,USA,R,19000000,2015,1000,2.35,0,1,16.75994959,17.05205929,0.339232093,1.266666667,279.1896552,0.910784517,0.000331194,11,HIT
Color,Susanna White,97,109,24,167,Bill Bailey,287,28995450,Comedy|Family|Fantasy,Daniel Mays,19230,855,Eros Vlahos,5,farm|magic|mother daughter relationship|overalls|title directed by female,59,English,UK,PG,35000000,2010,175,2.35,0,1,17.37085865,17.18264951,-0.17155367,0.602040816,320.5,0.335280374,0.028037383,16,HIT
Color,Danny DeVito,32,140,0,210,J.T. Walsh,436,24276500,Biography|Crime|Drama,Frank Whaley,17124,1394,Paul Guilfoyle,2,labor|labor union|leader|mafia|union,68,English,USA,R,35000000,1992,263,2.35,949,1,17.37085865,17.0050194,-0.306376961,2.060606061,248.173913,0.312544803,0,34,HIT
Color,Chris Carter,270,108,251,296,Callum Rennie,826,20981633,Drama|Mystery|Sci-Fi|Thriller,Mitch Pileggi,78256,2351,Nicki Aycox,0,fbi|priest|psychic|psychic vision|staff physician,492,English,USA,PG-13,30000000,2008,716,2.35,0,1,17.21670797,16.85915804,-0.300602213,1.815498155,158.7342799,0.351190476,0.106717687,18,AVG
Color,Tommy O'Haver,89,96,13,973,Steve Coogan,11000,22913677,Comedy|Family|Fantasy|Romance,Anne Hathaway,47800,17292,Joanna Lumley,1,curse|fairy|obedience|prince|strong female character,244,English,USA,PG,35000000,2004,1000,1.85,0,1,17.37085865,16.94724458,-0.345313648,2.711111111,195.1020408,0.63609553,0.000751749,22,HIT
Color,Peter Landesman,219,123,15,745,Eddie Marsan,10000,34531832,Biography|Drama|Sport,Will Smith,44788,13371,Albert Brooks,0,chronic traumatic encephalopathy|concussion|football|football player|pathologist,138,English,UK,PG-13,35000000,2015,979,2.35,23000,1,17.37085865,17.35739215,-0.013375846,0.627272727,322.2158273,0.747831289,0.001121747,11,HIT
Color,John Singleton,180,106,309,63,Benjamin J. Cain Jr.,327,28064226,Action|Mystery|Thriller,Ken Arnold,65044,561,Richard Cetrone,1,assassin|high school|on the run|teenager|website,173,English,USA,PG-13,35000000,2011,73,2.35,13000,1,17.37085865,17.15000626,-0.19815931,0.955801105,373.816092,0.581850534,0.549822064,15,AVG
